ИНН,Организация
7673189463,"ООО ""НПК ""Биотекс"""
7671131470,"ООО ""СУ-3 УМПС"""
7673189456,Гайдуков Роман Степанович
7673189449,"ООО ""СТАРЛОДЖИСТИКС"""
7678040273,"ООО ""Рустар"""
6752021237,"ООО ""АНГА"
7674374324,Гайнутдинова Вероника Марсовна
7678023045,Гайнутдинова Лиана Геннадиевна
7678014146,"ООО ""МОДУЛЬ"""
6764083767,"ООО ""Вектор"""
7660002943,"ООО ""Инвестиционные решения"""
7671232096,"ООО ""Путеремонтное хозяйство"""
7728758687,"ООО""Биолоджик"""
6759112236,"ООО ""Группа АгроФуд"""
6759049383,"ЗАО ""Промтехресурс"""
6759181670,"ООО ""Марс"""
675800291056,"ООО ""СК""КОР"""""
6758419056,"ООО ""СтройРегион-Трейд Ек"""
7671405703,"ООО ""Капитал Инвест"""
7678027219,"НП ""СССР"""
6758232019,"""УПН"""
6758013433,"ООО Инвестиционно-промышленная компания ""Север-Урал"""
7674313106,"ООО ""ЧерметИнвест"""
7686015785,"ООО ""БурПромОборудование"""
7672176790,"ООО ""ГК ""Чкаловская"""
7674229278,"ООО ""СК ГеоСтрой"""
7671129966,"ООО ""Примула"""
6763018420,"ООО ""Богатый Берег"""
7679027740,"ГБУЗСО ""СПК № 2 ""САНГВИС"""
676301811304,"ООО "" СУ - 29"""
7672343874,Галина Мария Евгеньевна
6758276709,"ООО ""НГМА"""
7674373955,"ООО ""Урал-фарм"""
7671286101,"НО ""Хризотиловая ассоциация"""
7673105390,"ООО ""Склад Сервис"""
7674364816,"ООО ""Мэт Люкс"""
7639015499,"ООО ""Успех 2013"""
7670329137,Галкин Юрий Аристархович
7670307133,"ООО Группа компаний ""ПрофТех-РегистраторЪ"""
6606037264,"ГБУЗ СО ""Нижнесергинская ЦРБ"""
6752021036,Галлаев Шабан Мугума
7670321628,"ООО ""МЕГАПОЛИС укУТСК"""
7674184235,"ООО ""ПроспераСтрой"""
7670107000,"ООО ""Энерсис"""
7673242004,Гальперина Виктория Андруевна
7646015620,Гальперина Сима Семеновна
7708023079,"ООО ""КТС"""
7671337680,"ОЖЭК ""Ботанический """
6761057127,"ООО ""ВВГ-Сервис"""
6758076139,МБДОУ - ДЕТСКИЙ САД КОМПЕНСИРУЮЩЕГО ВИДА № 470
7674340759,"ООО ""Гамарт"""
7670040546,"ООО ""Ланком"""
6759192873,"ООО ""МОНОЛИТ-УРАЛ"""
7686025695,"ООО ""Капитал-Тур Екатеринбург"""
6758257556,"ООО ""Музенидис Трэвел Екатеринбург"""
7674204770,"ООО ""РОБЕК"""
7678024458,Ганина Тамара Юрьевна
7670044300,"ООО ""Фиш Пак"""
6761002054,Минобразования СО
7674127692,"ООО ""Компания Независимых Аудиторов"""
6759133540,"ОАО ""Новоуренгойский ОАО"""
762800985490,"ООО ""КРАТОС"""
7687021151,Гараев Линар Фаилович
7672329703,Гараев Ренат Ильмирович
5920038935,"ООО ЧОП ""ВЕКТОР"""
6758234249,"ООО ЧОП ""ИнтерБосс-Е"""
7660075742,Гаранина Маша Валентиновна
767327088100,"МБДОУ ""ДЕТСКИЙ САД № 47"""
7671224151,Дорпрофсож
6762100640,"ЗАО ""Йодль и К"""
6764070360,"ООО ""Аптека ""Йодлик"""
7619008454,"ООО ""АВТторг"""
766004147962,"ООО ""ШАРУР"""
6759141734,"ООО ""НОИНКО"""
767475494408,"ООО ""ПЛАНЕТ ЭКСПРЕСС"""
7687017680,Гарипова Аниса Рифгатовна
7687016761,Гарипова Ирина Ульяновна
7672197567,"ООО ""Пожоборудование"""
7672240519,"ОАО ""Металлист"""
7670307070,"ВПК "" Мужество """
7641001570,"ООО ""ТД ""Арсенал-А"""
675900569805,Гартвик Евгений Алексеевич
6759222736,"ООО ЭЦСЕ ""ИППОН"""
6758024700,"ООО ""УралТралСервис"""
7671390430,"ООО ""Консалтинговая группа ""Аудит-Ек"""
7671405800,"ООО ""ЛТ-Строй"""
6759195867,"ООО ""Верда-Екатеринбург"""
7623047939,"ООО ""Три Мушкетера"""
7202262869,"ООО ""УЭТЦ"""
7674309928,"ООО ""Статус ГаО"""
470601245738,"ООО ""Фестиваль-С"""
7611009946,"ООО ""Хендэ Трак Сибирь"""
7670118792,"ЗАО ""Застройщик ""АСК"""
7687004678,"ООО ""ЕТЭК ТРАНЗИТ СЕРВИС"""
7673137623,"ООО ""ЕТЭК-83"""
8904033607,"ООО ""ЕТЭК-82"""
764600071566,"ООО ""Пятый элемент"""
7687043290,Управление Роскомнадзора по Уральскому федеральному округу
6759091089,МБДОУ - ДЕТСКИЙ САД № 98
7670320215,"ООО ТПП ""СПЕКТРОН"""
7672289698,"ООО ""НПО Спектрон"""
676400341988,"ООО ""Промтрэк"""
020801815939,"ООО ""АМ-строй"""
7671459019,"ООО ""Арагац"""
7671383754,"ООО ""Автогерманика"""
6758175593,"ООО ""СИБИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ"""
7670279888,"ОАО ""Енисейская ТГК (ТГК-13)"""
7671363010,"ОАО ""Красноярская теплотранспортная компания"""
7670100040,"ОАО ""Канская ТЭЦ"""
6759075464,"ОАО ""Красноярская ТЭЦ-4"""
7671304079,"ОАО ""Южно-Енисейские тепловые сети"""
767221444594,"ОАО ""Красноярская ТЭЦ-1"""
7672189252,Управление ФСТЭК России по Уральскому федеральному округу
6606036817,"ООО ""Геоникс"""
6758176928,"ООО ""Медиа-Лаборатория"""
7678011138,"ООО ""Тандем"""
6758994120,"ООО ""Галерея Детства"""
7660014787,"ООО ""Линолит"""
6758424715,"ООО ""СтройПолимер"""
7674175840,"ООО ""УралМодуль"""
7674347225,Герасименко Марк Геннадьевич
7672370790,Герасименко УльИрина Викторовна
7670340606,"ООО ""100 каминов"""
7670376867,"ООО ""Урал-сахар 1"""
7673238569,"ООО ""ЭнергоБурСервис"""
7686012431,"ООО Производственно-коммерческое предприятие ""ЭнергоБурСервис"""
7674368828,Герасимов Руслан Юрьевич
6758144570,"ТСЖ ""Большакова 75"""
6764074547,"ЗАОР ""ТУРИНСКИЙ ЦБЗ"""
767413763812,"ООО ""ВГЦ ""ЗимаГор"""
8603175575,"ООО""Белонг полимерная продукция"""
7672358221,"ЗАО НПО ""ИНТРОТЕСТ"""
6603009519,"ООО ""Корус-Инвест"""
6758160100,"ЗАО ""Корин-Инвест"""
7674369229,"ООО ""Вентинвест"""
7678028043,"ООО ""СНАБГРУПП"""
767219587059,"ООО ""Рокада-V"""
6758343216,"ООО ""АКСИОМА ЗДОРОВЬЯ"""
7646000535,Герцева Мария Ульяновна
675900279969,"ООО ""Палермо-ТУР"""
1435190567,"СНТ ""Берёзка"""
7672360703,"ООО ""Логистик"""
6604027175,"ООО ""Агросервис"""
675912717691,"ЖСК ""Чкаловский - 1"""
766006289352,"ЖСК ""На Постовского"""
7670303675,"ООО ""УЗКИ"""
7673243632,"ООО ""Уральский завод кровельных изделий"""
6764037200,"ООО ""Компания Аква-комплект"""
7674303852,"ООО ""МАИ Инвест"""
7660019224,"ООО ""Стройиндустрия"""
2801120261,Гилева Валентина Юрьевна
7687034908,"МБОУ ДОД ДЮСШ ""Интеллект"""
7671388463,"ООО ""Маша """
7678033678,"ООО ""Косметик-про"""
7671167217,"ООО ""РА ПРОдвижение-Екатеринбург"""
6758372295,"ЗАО ""Сервис-Газификация"""
7660001361,Гильманова Зифа Зиялыевна
767107109705,"ООО ""МЕГАПОЛИС УФА"""
6758180767,"ООО ""ИРС"""
6761077317,"ООО ""РЭС"""
7674325175,"ООО ""МЕГАПОЛИС КАЗАНЬ"""
8904045602,"ООО ""Олимпия"""
7679037139,"ООО ""ЛогИнУрал"""
660400189769,"ООО ТЛК ""Альтаир"""
762703120317,"ООО ""Авангард-инвест"""
7670235256,"ООО ""Би Ту Джи"""
6759211283,"ООО ""ИУК"""
764600108897,"ООО ""АРМ-Альфа"""
7620007261,"ООО ""Трубный элемент"""
6759005805,ООО «Еврофитинг»
6764040731,"ООО ""Находка"""
7612037526,ОАО Б Истокское РТПС
7679002954,"ООО ТК ""Овелон"""
7673099499,"ОАО ""ПНТЗ"""
7720284762,"ООО ""Альфа Тэк"""
6758430941,"ООО ""Уралец"""
766001977676,Глазов Юрий Асланбекович
675800221242,Глазунов Митрофан Степанович
6758133730,"ООО ""РусАрт"""
7617000648,"ООО ""ОПТЭК"""
7620013297,"ООО ""УРМАШ"""
6758343705,"ООО ""ЗДОРОВЕЙ"""
743701235385,Глазырина Алевтина Михайловна
6759144862,"ООО ""Ремстройгаз"""
7672312308,МБДОУ - детский сад комбинированного вида № 13
7687005914,"ООО ""Рамакс"""
7671394749,"ООО ""ТД ""ЭКОПРОДУКТ"""
7686004342,"ООО ""Формат"""
7671343092,"ООО ""Медицинский центр ""Успех"""
7674324588,"ООО ""Лобва-Трейд"""
6763060301,"ООО ""Прод Торг"""
7670054556,Глухих Алексей Геннадьевич
7671195119,"ООО ""Гильдия"""
7044082715,"ООО ""Арго"""
7672217870,"ООО ""ТД Ассортимент"""
6759079275,РТРС
6759148759,Глухих Петр Алексеевич
6759148634,"ООО ""ТЛК УРАЛГРИТ"""
7673237149,"ООО ""Риваль Продакшн"""
6759107821,"ООО ""НПП ""ПРОТЕКС"""
7660019270,"ООО ""ГЕЛЬВЕТИКА-УРАЛ"""
7670300226,Малышева Мария Ивановна
7670102129,"ООО ""КОНТИНЕНТ-ФИНАНС"""
7671276826,"ООО ""Инвест-Гарант"""
7686006283,"ЗАО ""УЦСК ""Сантехкомплект-Урал"""
7679022527,"ООО ТД ""ЕвроСтандарт"""
7671345575,"ООО ""С и Р интернешнл"""
7709832989,Драпкин Емельян Михайлович
1901067718,"СПО 129 ""Красногвардейский"""
2460237884,"ООО ""ТК ""СТРОЙДВЕРИ"""
2460237933,"ООО ""Авто-Премиум"""
2460237891,"ООО ""ВГС"""
2460237845,"ООО ""ККЗ"""
2460237860,"ЗАО ""Мегафорум"""
2460237877,Гнусина Мария Сергеевна
2460237926,Говорова Марина Николаевна
7670069834,"ОАО ""Колосник"""
7670064547,"ЗАО П/Х ""Семь ключей"""
7671404549,"ЗАО ""Атомпромкомплекс"""
6763074093,"ООО ""ГРАН РЕЗЕРВ"""
7673217639,"ООО ""РЕММАШГРУПП"""
7679012416,МБОУ Сеш № 41
7673239259,Гогорян Вазген Арутикович
7678009259,"Общество с ограниченной ответственностью ""АРХИТЕКТУРНАЯ МАСТЕРСК"
767204170833,Годунов Роман Асланбекович
767113770222,Гозалишвили Георгий Лонияевич
7671172217,Голдобин Алексей Алексеевич
7674096927,"ООО ""Альфа-сервис"""
7686003700,Голдобина Магдалена Ивановна
7673206253,"ООО ""Сфера Клининг"""
675803407051,"ООО ""ВИТЕК"""
7671171044,"ООО КОМПАНИЯ ""ВИТАПОЛЯРОС"""
6756000051,"ООО УК ""Стандарт-Инвест"""
7686000429,"ООО УК ""Деловой Альянс"""
6752030190,"ООО ""МеталлСтарКап"""
6761010721,"ООО ""МеталлПром"""
7660149390,"ООО ""АТМГ"""
7671329997,"ООО ""Техномед"""
7660007395,"ООО ""СЦ ""ДЕВЯТЫЙ ТРЕСТ - ЕКАТЕРИНБУРГ"""
7686048036,"ООО ""ВОРКУТИНСКИЕ ТЭЦ"""
7807700636,"ООО ""Теплоблок-Урал"""
7674091702,"ГКОУ СО ""Таватуйский детский дом"""
7672305780,"ООО ""АвтоКом"""
766000332080,"ООО ""Сельторг"""
7671414963,"ООО ""КАРАТ"""
6758035878,"ООО ""ЛСУ"""
7673135242,"ООО ""Росгеоимпорт"""
7634005289,"ООО ЧОП ""Вега Норд Плюс"""
7674167159,"ООО ""БСК-54"""
7674167409,"ООО ""Компрессорное оборудование"""
7673249521,"ООО ""Печи даром"""
7673091309,"ООО ""УК ""Качканарград"""
7679000957,"ООО ЧОО ""О.М.О.Н.-С2"""
6606035147,"ООО ОЦ ""Новая Спарта"""
7673142352,"ООО ""Лекто"""
675205551355,"ООО ""Компьютер Сервис"""
7671202133,"ООО ""Инженерные системы ЕК"""
6759164629,Приход в честь Рождества Иоанна Предтечи
6759160254,"ООО ""ИсетьСтрой"""
7671404806,"ООО ""Розовая Пантера"""
7671228290,"ООО ""СКМ"""
764603736353,"ООО ""Уралвоенпроект"""
0276107230,"ООО ""МАКОТО студио"""
6759060370,"ООО ""Маркиз"""
6759102580,"ООО ""Винтрейд"""
1759069951,"ООО ""СпецПромТорг"""
7673217181,"ООО ""ПРО Автоматика"""
6759139005,"НОУ ""YES"""
7671423397,"ООО ""Книготорговая компания Ес"""
7686026275,"ОАО ""Электроуралмонтаж"""
6758405448,Голубев Анатолий Геннадьевич
6759075129,"ООО ""СЕРВИС-97"""
7670374034,"ООО ""ЮЖУРАЛСНАБ"
7672288359,"ООО ""Седьмое небо"""
7670155280,"ООО СТУДИЯ МЕБЕЛИ ""АРЛЕКИН"""
7687011308,"ООО ""Велесголд"""
7670431324,"ЗАО ""ГЕН ИНЖИНИРИНГ"""
6758447518,"ООО СК ""ГЕН СТРОЙУРАЛ"""
6752002058,"ООО ЧОО ""Патриот-СБ"""
7670331217,Голубицкая Полина Артемьевна
7627004271,"ФГУП ""РЧЦ УрФО"""
7670176186,"ООО ""Пром-Техно"""
7671319036,"ООО ""ПАРАДИГМА"""
675800398401,"ООО ""ИЗСУ"""
763303886878,Гольфенбайн Марк Шлёмович
7673216357,Гольдштейн Серго ГрЕмельяневич
7673213116,"ООО ""АВЭС-93"""
7671113532,"ООО ""Медикл солюшенс"""
6758198329,"МКДОУ ""Детский сад № 8 ""Родничок"""
762802060975,"ООО ПК ""Полимер"""
7737660425,"ООО ""Красиво Будет Дизайн"""
6758080770,"ООО ""Кировградский карьер"""
7670325213,"ООО ""НЗКИ"""
7674371605,"ФГБОУ ВПО ""Российская школа частного права (институт)"""
7671406056,Гонгало Мария Алексеевна
6758432219,"ООО ""Сервис-Газификация"""
7647004807,Гонин Емельян Алексеевич
7673139624,"ООО ""Завод винтовых свай"""
676307071720,"ООО ""Акортес"""
7678023253,"ООО ""ППК ""Профиль"""
7674370556,Титов Василий Георгевич
7670218691,Гончаров Махмуд Юрьевич
7717127211,"ОАО ""УралНИИПДрев"""
675900041959,"ЗАО ""НИКА"""
7679036223,"ООО ""Стимакс"""
7679031218,"ООО ""ТД""МКС"""
7674330214,"ЖСК ""Таёжный"""
7660141880,"ООО ""Солар"""
660407021194,"ОАО ""ПромРегион"""
7687045681,"ООО ""Корпорация ""Уральский хлеб"""
7672168414,"МБОУК ДОД ""ДМШ № 13 ИМЕНИ И.О.ДУНАЕВСКОГО"""
7672271980,"ООО ""СпециалистПрофи"""
7673158320,"ООО ""ПОЛЮС"""
7671395848,"ООО ""ТСР"""
6761070030,Горбачева Юлия Валерьевна
6608004909,"ГБУ ""Свердловский ПНИ"""
7672238982,"ООО ""Агропромлизинг"""
766000022000,"ООО ""Оптик-Хаус"""
7678010756,"ООО ""ФЛЕКС"""
7687038042,"ООО ""СпецЭлектроСервис"""
7681000560,"ООО ""Акация"""
7670053633,"ООО ""Уралспецмаш"""
6759143940,"ООО ""ЛИТЭСТ"""
7660099692,"ООО ""СК ""Каскад"""
660204849372,"ООО ""ПКФ Термикс"""
675803542406,"ООО ""УК РАЗДЕЛЬНАЯ"""
6604007440,"ООО ""АвтоЛюкс"""
6759151387,"ООО ""Упаковка и Сервис-Челябинск"""
6758157964,Горбунова Мунзиля Каримовна
6759047770,Горбунова Алевтина Евгеньевна
6758377613,"ООО ""ЭСИС"""
7671461120,"ООО ЧОО ""Уральский форт"""
6758068584,"ООО ""АДЕРУС-ЦЕНТР"""
767471368057,"ООО ""Адерус СТС"""
7687041770,"ООО ""ЕЭС"""
767405132436,Гордуев Митрофан Аристархович
676100060802,"ООО ""БПК"""
763300370006,Гордуева Мария Николаевна
7671188706,Гордуева Инна Борисовна
675898481702,"ЗАО ""КНПЦ ""Ива"""
7686018970,"ООО ""МЦДП Ленинского района"""
6764076463,"ЗАО ""ДЕЛОВОЕ ПАРТНЕРСТВО"""
6761062737,"ООО ""Остров сокровищ"""
7674318778,"ООО ""РЕББЕКА"""
7707569725,"ООО ""АВП"""
7448130421,"ООО ""ФИНИНВЕСТ"""
7453249762,"OOO ЦТО ""Ахиллес"""
7670343886,"ООО ТК ""Мистраль"""
7672314457,"ООО ""НОВАЯ БОЛЬНИЦА"""
7671386770,"ЗАО ""Фарммедконсалтинг"""
7670158932,"ООО ""Европа ВИП-2"""
6315376946,"ООО СК ""Финский залив"""
1103006077,ИМАШ УрО РАН
6758241951,Горнова Надежда Ульяновна
7621005570,"ООО ""ПО ""ЕВРО - Тара"""
7674222258,"ООО ""ЕВРОТАРА"""
7639014706,"ООО ""НТЦ ""Сатурн"""
7670401753,МБОУ Сеш № 98
6606032932,"ООО ""Южный Берег"""
7672217643,"ООО ""Компания Барснаб"""
7617016763,"ООО Торговый Дом ""Леопак"""
6758127222,"ООО ""Эксперт Пак"""
6758411522,Городничев Руслан Семенович
6758436439,"ООО ТК ""Леопак"""
7617011022,"ООО ТК ""Эксперт Пак"""
6604019735,"ООО ""Урало-Сибирская Молочная Компания"""
7674198799,"ООО ""Творожные продукты"""
4824047188,"ООО ""Столярный цех"""
6763063479,ГБОУ СПО СО СМХК
7670360708,"ООО ""ГК ГРИНВЭЙ"""
7672211752,"ООО ""УИЦРиП"""
7672194615,"ООО ""УК""ТООЖКХ"""
7670400492,"ЖСК ""Уктус"""
7670362720,"ООО ""Арго Инвестстрой"""
7672156112,"ООО ""ТТС"""
6758229979,ФУ администрации городского округа Красноуральск
7623026456,"ООО ""Восход"""
7671313700,"ООО ""Энергокомплект"""
7673218851,"ООО ""Управляющая компания ""Арго Инвестстрой"""
7626020614,"ГАОУ СПО СО ЕТ ""Автоматика"""
7670017339,"ООО ""Уральский Центр Фунготерапии Ирины Филипповой"""
7670349542,"ООО ТД ""ЖЕМЧУЖИНА"""
7660003489,"ООО ""Компания Торгплюс"""
766000361700,"ООО ""УСП-Сервис"""
6764044782,"ООО ""Паксервис-Плюс"""
7453164627,Горшков Аристофан Игнатьевич
7686007946,"ООО ""Вива-фарм-сервис"""
7670379811,"ООО ""УРАЛ ПРОМ-М"""
7671402125,"ООО ""УНИВЕРСАЛ ТРЕЙД"""
7670411409,Горшкова Алевтина Алексеевна
7670309860,"ТСЖ ""8 Марта, 171"""
7670263863,"ООО ""Витал-Е"""
675200599307,"ООО ТК ""Витал ЕВВ"""
6759029404,"ООО ""ОА ""Альфа-Щит-Урал"""
7660155354,"ООО ""УИИВА"""
7670038272,"ООО НПФ ""Битек"""
7674359830,Горячева Милена Геннадьевна
6764007533,"ЧОУ ДПО ""АКАДЕМИЯ БЕЗОПАСНОСТИ ПРЕДПРИНИМАТЕЛЬСТВА"""
762700162424,"ООО ""Гостэнерджи"""
767104397157,Гостевских Валентина Алексеевна
675800481152,"ООО ""Уралэнергоснаб"""
7678027081,"ООО ""Энергопром"""
7670390011,"ООО ""МАГИСТРАЛЬ-2000"""
7639008886,"ООО ""ИКЦ ""Диагностика"""
7674353701,Гощицкий Геннадий Борисович
7674307031,"ООО УК ""Пресса Урала"""
6758422274,"ООО ""Предприятие ""ТАЭН"""
6758412847,Грабик Алексей Анатольевич
7710070140,"ООО ""ТАЭН"""
676400081419,Градинаров Антон Юрьевич
6762126084,"ООО ""Компания ""Галант-Виза"""
660600437527,"ООО ""Центр - ""А.В.С."""
6601011713,"ООО ""Металлоптторг"""
7672293920,"ООО ТД ""Металлоптторг"""
7674358308,"ООО ""ТРАНСКРИОМЕТ"""
767113947580,Гранюк Андрей Валентинович
660601467010,"ООО ""Медиа полюс"""
7670071875,"ООО ""Радиокомпания ""ЕКОР"""
7702584864,"ООО ""Компания ""Нера"""
7670273981,"ЗАО ""Радиовещательная компания ""КОМ-ИНФО"""
7678024352,"ГКУ СО ""Карпинское лесничество"""
7687026061,"ООО ""Палладиум"""
7670373464,"ООО ""ПБ ""Энергостройпроект"""
6762108945,"ООО ""ГП"""
7673207570,"ООО ""НПК"""
7671148119,"ООО ""Паллада"""
7660128921,"ООО ""СопФир"""
7687002416,"ООО ""Офисы в аренду по ул. Фронтовых Бригад, дом 18 А"""
7674168177,МКУК ЦБС
6761097098,ФУ администрации Нижнесергинского муниципального района
7686005201,Гребенев Степан Анатольевич
675800760004,"ООО ""Реста Клуб"""
6758376204,"ООО ""Реста Дак"""
6764029537,"ООО ""Веста-Техстрой"""
7673168791,"ООО ""Логистик-Сервис"""
6759144887,"ООО Центр развития ""ВЕТЕРОК"""
6764043270,МБДОУ - детский сад № 189
6764015485,"ООО ""ГРАД"""
7678006970,"ООО ""Локомотив Строй Сервис"", ООО ""ЛСС"""
6759002723,"ООО ПФ ""Константа"""
6758399716,"ООО ""Дифвент"""
7703224092,Грехов Алексей Геннадьевич
7670397786,"ЗАО ""Аква строй"""
6758407970,"ООО ""Отель - сервис С"""
7679023739,"ООО ""Камелия"""
6758343914,"ООО Торговый дом ""КСМ"""
7448083355,"ООО ""Пилот-Урал"""
660606071734,"ООО ""Уралстройкомплекс"""
767407222540,"ЗАО АН ""АтомСтрой"""
7671308115,"ООО ""А2-тур"""
7674093394,"ООО ""А2-гидравлика"""
7670327210,ГрЕмельянев Руслан Анатольевич
7660123049,Болотнинская дистанция пути
7678017806,"ФГУП ""Почта России"""
763900030103,"ЗАО ""ТК ""МЕГАПОЛИС"""
7639014142,"ООО ""Стройком"""
766008483605,ГрЕмельянева Мария Валерьевна
660403912614,"ООО ""УК ""СС"""
6764039013,МАОУ Сеш № 178 с углубленным изучением отдельных предметов
6761082490,"ООО ""Фирма ""Серебряный Садко"""
7670006016,"ООО ""ТП РАНЕТ"""
6764089763,"ЗАО ""ИК ""АКТЭНС"""
7673089243,Григорян Арсен Георгевич
6758130539,"ООО ПСО ""УралМегаСтрой"""
7671160691,"ООО ""АльфаСтрой"""
7703593082,"ООО ""Файв"""
7679014808,"ООО ""Фристайл"""
7672346441,"ООО ""МИНДАЛЬ"""
6758204195,"ООО ""МАРГУС"""
7674330937,"ЗАО ЮКК ""Лекс"""
7673251873,"ООО НПП ""Машины и аппараты химических технологий"""
7672151709,Гринкевич Галина Аркадьевна
6758332895,"ООО ""Атлантик Лада"""
6758361159,"ООО ""Атлантик Сити"""
7660005260,Гринкевич Станислав Генрихович
764600027703,"ООО ""Кафе Дома кино"""
7673140309,"ООО ""Стоматологическая студия ""Скульптура"""
7686032773,"ООО ""Эластур"""
7686010931,"ООО ""Кауфил-Уралэластотехника"""
6763058831,"МБУ ДОЛ ""Заря"""
6759149807,"ООО ""ТД ""Биотекс"""
7679034138,"ООО ""ВК-СТРОЙ"""
7672357975,"ООО ""АММ"""
7672329485,"ООО ""ТИТАН"""
676400540422,"ООО "" ОК - Транс """
7672270362,"ООО ""АСТРА ЛЭНД УРАЛ"""
7672251486,"ЗАО ""Ирбитский хлеб-1"""
7679017693,Гришина Емельяна Валерьевна
7674371884,"ООО ""Профессионал"""
7670308169,Гришина Магдалена Андруевна
6761010552,"ООО ТД ""УРАЛЬСКИЙ БАЗАЛЬТ"""
7686032269,"ООО ""ТУРИЗМ.ру"""
7674352916,"ООО ""Росэнергогрупп"""
7674344249,"ОАО ""ТИМ"""
7674381748,"ООО ""УралХимСервис"""
7674345860,"ООО ""ПЭК"""
7687007862,"ТСЖ ""18 городок"""
7620016379,"ООО ""Град Фармация"""
6758259564,"ЗАО ""Ависта Сервис"""
7672145689,"ООО ""Камышевская фабрика им. Малышева"""
7674181690,МБДОУ - детский сад № 456
6759014609,"OOO ""ТК Азур"""
7673170113,"ООО ""ЕЗ ОЦМ - ИНЖИНИРИНГ"""
7674332638,"ООО ""РегионТехАвто"""
7670278041,"МКУ ""КДМК"""
6758402253,"ООО ""Формула Учета"""
7673164660,"ООО ""Алвик"""
7678021440,"ООО ""ЕВРОСТАНДАРТ-ЕК"""
675800003928,"ООО ""Знак Качества"""
6758075535,"ООО ""Базис-Инвест"""
6758437601,"ООО ""Парижанка"""
7670293177,Грушкина Милена Леонидовна
676200385184,Грязнов Евгений Михайлович
7674378463,МКОУ Сеш № 2 г. Михайловска
6758209605,"ООО ""ПФ БЕТОН"""
7671389675,ДУМА МИХАЙЛОВСКОГО МО
6759041899,МУК НКК с. Аракаево
6763067346,"ООО ""КХЗ"""
7671113719,"ООО ТД ""Красноуральский химический завод"""
7660091703,Губайдуллина Лариса Наильевна
312801096755,Губарева Анастасия Ивановна
7672133098,"ООО ""ГАЛАНТ-СЕРВИС"""
7670371393,Губарева Мария Алексеевна
763602239188,"ООО ""Средураллифт"""
7670051058,"ООО ""МЕДИА-ГРУППА ""ФИНАНСИСТ"""
6759117410,"ООО ""Пожуслуга"""
7670421189,"ООО ПО ""Теплозащита"""
6764002888,"ООО ""Гала-транзит"""
767409576473,"ООО ""МГПК-ХОЛДИНГ"""
7673170670,"ООО ""Риал стил"""
7670094580,"ООО ""ТК ""Резонанс"""
763003481581,"ООО ""РЕКРУТ"""
7674239621,"ООО ""МГ ""РЕЗОНАНС"""
767470698133,"ООО ""РИК"""
6761062896,"""СПТРПСО"""
7686010723,"ООО ""МХ ""РЕЗОНАНС"""
7646017137,Губчак Марина Аркадьевна
6759162438,"ЗАО ""УЭС экспорт"""
7646013809,"ООО концерн ""Уралэнерго"""
7678020809,"ООО ЧОП ""ВИЗ-Сталь"""
763903913883,"ООО ""Константа плюс"""
7660128093,"ОАО ""ПТП ""Медтехника"""
7660005239,"ООО ""ИНИГС"""
7660082674,"ООО ""Центр малоэтажного строительства"""
7660076489,"ООО ТСЦ ""МАКСИМУМ"""
7617014237,"ЗАО ""Предприятие ""ТПК"""
7687009556,"ЗАО ""Рута-Инвест"""
6758103990,"ЗАО ""КОМПАНИЯ ДЕЛЬРУС"""
6758155597,Уральский юридический институт МВД России; УрЮИ МВД России
7673100828,Гулев Геннадий Валентинович
7679021354,"ООО ""Конвекс-Березовский"""
7672272782,Гулевская Алевтина Степановна
7671148800,"ООО ЧОО ""СБ"""
6606037810,"ООО ""Стройцентр-II"""
7646017599,"ООО ""Партнер"""
767405611809,Гуляев Алексей Леонидович
7670401915,"ООО УК ""Промсвязь"""
7670396856,Гулук Аристофан Михайлович
7672337126,Гулук Галина Васильевна
7678027568,"ЗАО НПП ""Промтех"""
7671328633,"ООО""Завод Нефтегаздеталь"""
6758401595,"ООО ""Клео"""
7670401263,"ООО ""ДОМинанта+"""
7674176155,"ООО ""Малинка-КРЦ"""
7673197615,"ООО ""Ника"""
6758430490,"ООО ""АН ""Домовладение"""
676401188700,"ООО ""ТМ-Групп"""
7670394087,"ООО ""Минута Маркет"""
6759175809,"ООО ""Горизонт-Е"""
6752020787,"ООО ""ТК ""Горизонт-Екатеринбург"""
7670359300,"ООО ""Горизонт-Мебель"""
6758239215,"ООО ""ЭнергоПромРесурс"""
7670195290,"ООО ""Полимер"""
7672234201,"ОAО ""УРАЛЭНЕРГОРЕМОНТ"""
7687005287,МБДОУ - детский сад № 588
7687005255,"ООО""МГПК"""
676100147972,"ООО ""Корп.""С6"""
7724261610,"УРОО ""Клуб охотников ""Наука"""
7003052454,"ООО ""ТПС"""
6758161270,"ЗАО ""АКЦЕПТНАЯ КОМПАНИЯ"""
676300328824,"ООО ""Автострада - Северо - Запад"""
7671340214,"ООО ""Рубин"""
6763019110,"ООО ""Степан и К"""
7612022386,"ООО ""СУВЗ"""
6758014356,"ООО ЧОП ""ЕКАТЕРИНБУРГ 3"""
7674377014,"ООО ""ЛОТОС"""
675894393075,"ООО БН ""Ярмарка"""
7672176800,"ООО АН ""Ярмарка"""
7678017394,"ООО ЦН ""Ярмарка"""
7678000915,"Общество с ограниченной ответственностью ""Риэлторская компания """
7671389770,"ООО ""Интертранс"""
7671198896,"ОАО ""Уральский финансовый холдинг"""
